host_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,security_deposit,cleaning_fee,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month,host_sinceyear,property_type_Hotel,room_type_Private room,price
334.0,43.76934,11.25971,3,1.0,2.0,100.0,35.0,2,15.0,6,33,63,173,28,28,93.0,2.58,2016.0,0,0,55.0
184.0,43.7812,11.26312,6,2.0,2.0,300.0,0.0,1,0.0,30,60,90,365,1,1,60.0,0.4,2012.0,0,0,100.0
1.0,43.77364,11.2268,2,1.0,1.0,0.0,0.0,1,15.0,15,45,71,71,20,20,100.0,2.29,2016.0,0,1,30.0
3.0,43.77152,11.26382,4,1.0,2.0,0.0,45.0,2,10.0,9,29,59,332,44,44,96.0,4.05,2018.0,0,0,60.0
5.0,43.76491,11.26118,4,1.0,2.0,0.0,40.0,2,12.0,6,33,62,300,9,9,100.0,1.41,2012.0,0,0,70.0
1.0,43.77486,11.25856,3,1.0,1.0,200.0,60.0,2,20.0,0,0,0,26,59,59,94.0,5.22,2018.0,0,0,41.0
3.0,43.77876,11.25639,4,1.0,1.0,0.0,40.0,2,10.0,3,11,41,189,30,30,95.0,2.74,2018.0,0,0,112.0
1.0,43.76798,11.25685,4,1.0,1.0,100.0,50.0,1,25.0,12,42,72,347,13,13,95.0,1.13,2018.0,0,0,100.0
4.0,43.78578,11.29349,6,2.0,3.0,150.0,50.0,1,0.0,21,51,81,352,4,4,95.0,0.37,2012.0,0,0,95.0
2.0,43.77435,11.25726,2,1.0,0.0,100.0,50.0,2,0.0,5,24,49,132,34,34,99.0,3.03,2018.0,0,0,51.0
3.0,43.78036,11.25627,4,1.0,1.0,0.0,40.0,2,20.0,3,18,44,205,49,49,98.0,4.52,2018.0,0,0,180.0
3.0,43.78013,11.25687,4,1.0,1.0,0.0,40.0,2,10.0,4,22,52,236,25,25,97.0,2.45,2018.0,0,0,140.0
1.0,43.7663,11.24836,10,5.5,5.0,0.0,95.0,2,0.0,0,0,0,0,15,15,100.0,1.3,2018.0,0,0,290.0
1.0,43.76933,11.25458,4,1.0,2.0,0.0,45.0,1,0.0,4,26,55,206,57,57,99.0,5.04,2018.0,0,0,85.0
7.0,43.77121,11.25576,4,1.0,1.0,0.0,25.0,2,15.0,17,47,56,56,37,37,93.0,4.13,2016.0,0,0,60.0
1.0,43.7673,11.25865,2,1.0,1.0,0.0,12.0,1,15.0,17,47,77,77,59,59,97.0,5.12,2016.0,0,1,27.0
1.0,43.77593,11.27488,5,1.0,1.0,500.0,15.0,2,20.0,27,57,87,264,1,1,100.0,1.0,2013.0,0,1,80.0
1.0,43.78154,11.2592,4,1.0,1.0,500.0,0.0,2,15.0,13,43,73,253,31,31,99.0,3.46,2018.0,0,0,69.0
8.0,43.78325,11.24205,4,1.0,1.0,0.0,35.0,1,0.0,27,57,87,362,6,6,100.0,0.53,2015.0,0,0,129.0
8.0,43.76859,11.24475,4,2.0,1.0,0.0,40.0,4,0.0,3,3,3,251,23,23,95.0,2.1,2014.0,0,0,68.0
1.0,43.77001,11.25662,7,1.5,1.0,0.0,30.0,1,10.0,29,59,89,90,11,11,97.0,1.02,2018.0,0,0,80.0
1.0,43.77097,11.27594,6,1.0,2.0,0.0,45.0,4,15.0,5,23,50,322,33,33,95.0,3.72,2018.0,0,0,120.0
3.0,43.77767,11.25693,8,2.0,2.0,150.0,80.0,2,15.0,8,37,67,256,23,23,97.0,2.17,2018.0,0,0,170.0
1.0,43.7684,11.24247,6,1.5,2.0,0.0,40.0,2,30.0,4,5,24,29,9,9,98.0,0.81,2012.0,0,0,120.0
5.0,43.77083,11.25152,4,1.0,1.0,500.0,30.0,2,20.0,7,29,59,327,7,7,100.0,1.05,2013.0,0,0,90.0
3.0,43.77739,11.25831,4,1.0,1.0,150.0,55.0,2,15.0,2,27,57,248,12,12,90.0,1.62,2018.0,0,0,120.0
3.0,43.77739,11.25876,2,1.0,1.0,150.0,35.0,1,0.0,9,24,54,245,5,5,92.0,0.48,2018.0,0,0,90.0
3.0,43.76628,11.25324,2,1.5,1.0,0.0,35.0,1,0.0,7,31,61,74,148,148,93.0,12.83,2012.0,0,0,59.0
1.0,43.7691,11.24445,5,1.5,2.0,0.0,0.0,2,10.0,1,12,33,212,15,15,99.0,1.61,2017.0,0,0,120.0
8.0,43.78331,11.24025,2,1.0,1.0,0.0,35.0,1,0.0,17,44,74,349,13,13,97.0,4.29,2015.0,0,0,56.0
2.0,43.76498,11.24915,2,1.0,1.0,0.0,35.0,1,0.0,2,11,28,108,45,45,99.0,4.34,2013.0,0,0,70.0
1.0,43.76982,11.26061,1,1.0,1.0,0.0,10.0,1,30.0,1,7,25,115,13,13,93.0,1.16,2018.0,0,1,30.0
2.0,43.7722,11.27181,2,1.0,1.0,0.0,35.0,1,0.0,0,0,0,0,12,12,98.0,1.17,2014.0,0,1,48.0
8.0,43.76579,11.2529,6,2.5,3.0,0.0,90.0,1,0.0,4,17,40,284,42,42,97.0,4.17,2018.0,0,0,199.0
8.0,43.76548,11.25507,6,2.0,2.0,0.0,80.0,1,0.0,2,17,43,283,47,47,89.0,4.18,2018.0,0,0,120.0
1.0,43.76887,11.22013,4,1.0,1.0,150.0,30.0,2,10.0,8,38,68,159,19,19,97.0,3.37,2018.0,0,0,49.0
1.0,43.77249000000001,11.26617,4,1.0,1.0,0.0,50.0,2,10.0,23,53,83,263,42,42,94.0,3.96,2018.0,0,0,60.0
1.0,43.7708,11.23568,5,1.0,2.0,150.0,0.0,4,20.0,23,52,82,357,29,29,86.0,3.3,2016.0,0,0,53.0
24.0,43.76596,11.25727,5,3.0,3.0,0.0,35.0,1,0.0,9,36,66,78,7,7,97.0,1.29,2013.0,0,0,250.0
3.0,43.77526,11.24271,8,3.0,4.0,500.0,100.0,1,0.0,3,27,57,253,4,4,100.0,0.78,2017.0,0,0,270.0
1.0,43.77406,11.25304,2,1.0,1.0,0.0,0.0,2,10.0,3,26,35,35,37,37,97.0,3.35,2018.0,0,0,45.0
4.0,43.762,11.30038,4,1.0,1.0,0.0,40.0,2,10.0,16,41,71,252,16,16,100.0,1.48,2018.0,0,0,80.0
2.0,43.77029,11.25938,3,1.0,1.0,0.0,25.0,1,0.0,4,24,50,274,38,38,96.0,3.52,2018.0,0,0,60.0
1.0,43.77089,11.27544,6,2.0,3.0,100.0,60.0,2,13.0,6,36,64,67,18,18,94.0,1.7,2018.0,0,0,70.0
4.0,43.77397,11.22911,2,1.0,1.0,0.0,30.0,1,0.0,21,51,81,356,3,3,100.0,0.8,2017.0,0,0,74.0
1.0,43.77053,11.25629,4,1.0,1.0,150.0,30.0,2,5.0,1,13,35,66,46,46,96.0,5.05,2018.0,0,0,90.0
7.0,43.77479,11.26244,4,1.0,1.0,0.0,45.0,2,25.0,10,40,70,324,4,4,100.0,0.52,2018.0,0,0,129.0
183.0,43.76649000000001,11.27854,6,1.0,2.0,0.0,70.0,1,0.0,0,7,37,312,1,1,20.0,0.14,2014.0,0,0,80.0
3.0,43.77792,11.25155,2,1.0,1.0,0.0,25.0,1,0.0,10,35,65,146,24,24,96.0,2.12,2018.0,0,1,50.0
4.0,43.77022,11.25806,4,2.0,2.0,0.0,60.0,4,0.0,9,39,69,339,4,4,100.0,0.71,2017.0,0,0,130.0
9.0,43.77371,11.25887,4,1.0,1.0,0.0,30.0,2,10.0,12,37,67,145,7,7,100.0,1.23,2017.0,0,0,100.0
3.0,43.77775,11.2524,2,1.0,1.0,0.0,25.0,1,0.0,4,29,59,140,23,23,97.0,2.04,2018.0,0,1,65.0
2.0,43.77106,11.25282,6,2.0,2.0,300.0,69.0,1,0.0,2,6,29,198,89,89,96.0,8.42,2018.0,0,0,149.0
69.0,43.77171,11.23372,8,2.0,3.0,200.0,70.0,2,20.0,0,0,0,0,2,2,90.0,0.19,2012.0,0,0,70.0
1.0,43.78212,11.27561,2,1.0,1.0,0.0,25.0,1,5.0,0,0,3,278,6,6,97.0,0.61,2018.0,0,1,55.0
3.0,43.78873,11.27222,3,1.0,0.0,100.0,28.0,2,8.0,16,38,68,159,38,38,94.0,4.35,2018.0,0,0,60.0
4.0,43.78488,11.25671,2,1.0,1.0,0.0,0.0,1,0.0,8,36,66,333,38,38,88.0,3.71,2013.0,0,1,50.0
2.0,43.78314,11.25733,2,1.0,1.0,0.0,0.0,1,0.0,10,36,66,156,45,45,98.0,5.42,2013.0,0,0,70.0
8.0,43.78991,11.25667,3,1.0,1.0,0.0,0.0,2,10.0,0,0,0,0,10,10,88.0,0.89,2015.0,0,1,26.0
1.0,43.77004,11.19959,6,2.0,3.0,0.0,30.0,1,0.0,5,26,56,294,48,48,96.0,4.36,2018.0,0,0,65.0
183.0,43.76733,11.27728,4,1.0,1.0,0.0,60.0,1,0.0,0,0,21,296,2,2,100.0,0.23,2014.0,0,0,60.0
2.0,43.77953,11.25463,4,1.0,2.0,0.0,50.0,1,0.0,6,33,42,42,31,31,99.0,3.48,2016.0,0,0,110.0
10.0,43.76855,11.25848,6,3.0,3.0,0.0,60.0,1,0.0,7,22,43,210,18,18,99.0,2.07,2018.0,0,0,200.0
1.0,43.77578,11.28557,6,1.0,2.0,0.0,40.0,4,15.0,1,28,58,139,35,35,97.0,3.9,2018.0,0,0,52.0
55.0,43.76988,11.26209,6,1.0,2.0,150.0,50.0,1,0.0,19,44,67,335,15,15,96.0,1.67,2011.0,0,0,125.0
15.0,43.76699,11.25244,2,1.0,0.0,0.0,35.0,1,0.0,19,49,79,99,17,17,95.0,1.57,2013.0,0,0,70.0
10.0,43.78018,11.25188,3,1.0,1.0,150.0,59.0,2,8.0,0,0,0,0,16,16,89.0,2.96,2018.0,0,0,45.0
2.0,43.78592,11.24792,6,1.0,2.0,0.0,35.0,3,15.0,4,25,34,62,9,9,98.0,1.04,2018.0,0,0,100.0
2.0,43.78316,11.26759,2,1.0,1.0,150.0,39.0,1,0.0,6,36,66,66,11,11,95.0,1.02,2014.0,0,0,42.0
1.0,43.79176,11.24875,9,2.0,3.0,150.0,80.0,4,15.0,14,14,16,61,2,2,100.0,0.28,2018.0,0,0,115.0
1.0,43.76988,11.27372,5,1.0,2.0,0.0,20.0,1,0.0,3,29,59,239,18,18,97.0,1.7,2018.0,0,0,70.0
57.0,43.77344,11.25394,4,2.0,2.0,0.0,35.0,1,0.0,4,15,37,285,8,8,100.0,0.74,2016.0,0,0,100.0
6.0,43.77459,11.25758,3,1.0,1.0,0.0,40.0,2,10.0,0,0,0,0,5,5,92.0,0.54,2017.0,0,0,40.0
57.0,43.77034,11.26294,6,2.0,2.0,300.0,0.0,1,0.0,8,30,54,324,20,20,97.0,1.79,2016.0,0,0,100.0
2.0,43.767,11.31303,2,1.0,1.0,0.0,10.0,1,10.0,12,41,64,133,5,5,88.0,0.57,2015.0,0,1,34.0
1.0,43.79145,11.24781,4,1.0,1.0,0.0,35.0,1,0.0,25,55,64,64,6,6,90.0,0.88,2018.0,0,0,65.0
5.0,43.77241,11.2135,6,2.0,0.0,0.0,40.0,2,20.0,0,21,51,314,8,8,98.0,0.74,2018.0,0,0,65.0
5.0,43.77211,11.21533,2,1.0,1.0,0.0,20.0,1,0.0,6,33,63,326,1,1,80.0,0.15,2018.0,0,1,50.0
6.0,43.77859,11.2555,4,1.0,1.0,0.0,50.0,1,20.0,2,27,57,325,5,5,100.0,0.66,2017.0,0,0,69.0
1.0,43.77248,11.24733,4,3.0,2.0,0.0,50.0,2,25.0,3,25,55,319,40,40,97.0,3.96,2015.0,0,0,55.0
334.0,43.75802,11.24466,4,1.0,1.0,90.0,35.0,2,15.0,0,0,0,0,2,2,100.0,0.33,2016.0,0,0,80.0
5.0,43.77239,11.21401,2,1.0,1.0,0.0,20.0,1,0.0,21,51,81,344,9,9,100.0,1.79,2018.0,0,1,40.0
1.0,43.7723,11.23109,4,1.0,1.0,0.0,0.0,2,25.0,13,41,51,51,37,37,100.0,3.59,2018.0,0,0,59.0
5.0,43.77342,11.21388,2,1.0,1.0,0.0,20.0,1,0.0,0,21,51,314,16,16,99.0,1.66,2018.0,0,1,40.0
26.0,43.77333,11.23131,2,1.0,1.0,0.0,0.0,2,0.0,0,0,0,0,38,38,86.0,3.48,2013.0,0,0,65.0
16.0,43.7659,11.25353,16,7.0,7.0,0.0,0.0,2,25.0,27,57,87,362,2,2,70.0,0.22,2015.0,0,1,42.0
5.0,43.77084,11.24775,2,1.0,1.0,0.0,35.0,1,25.0,17,47,77,352,9,9,98.0,0.83,2018.0,0,0,275.0
1.0,43.77129,11.25665,4,1.0,1.0,150.0,40.0,2,15.0,3,28,58,320,14,14,99.0,1.83,2015.0,0,0,80.0
1.0,43.76634,11.25299,4,1.0,2.0,0.0,30.0,2,10.0,2,18,18,268,7,7,93.0,0.88,2016.0,0,0,109.0
1.0,43.78255,11.27864,2,1.0,1.0,0.0,25.0,1,9.0,8,38,68,249,29,29,96.0,3.27,2012.0,0,0,40.0
1.0,43.76822,11.26625,4,2.0,2.0,0.0,30.0,1,0.0,17,47,77,244,16,16,98.0,1.8,2018.0,0,0,95.0
10.0,43.77774,11.25472,2,1.0,1.0,0.0,45.0,1,0.0,6,36,66,341,1,1,80.0,0.11,2017.0,0,0,60.0
2.0,43.77526,11.22656,4,1.0,2.0,0.0,20.0,1,0.0,5,11,39,285,9,9,93.0,0.87,2017.0,0,0,65.0
27.0,43.75365,11.26818,4,2.0,2.0,200.0,75.0,1,0.0,19,32,32,267,3,3,80.0,0.42,2014.0,0,0,150.0
5.0,43.7706,11.24835,2,2.0,1.0,0.0,35.0,1,0.0,13,39,69,344,10,10,100.0,2.52,2018.0,0,0,225.0
183.0,43.77407,11.26517,10,3.0,4.0,0.0,100.0,1,0.0,11,40,57,205,15,15,97.0,1.47,2014.0,0,0,180.0
5.0,43.7719,11.24782,2,1.0,1.0,0.0,35.0,1,0.0,18,48,78,353,1,1,100.0,0.55,2018.0,0,0,275.0
2.0,43.78019000000001,11.25168,4,1.0,1.0,0.0,30.0,2,20.0,1,26,56,141,29,29,97.0,3.22,2015.0,0,0,72.0
2.0,43.75235,11.23736,4,1.0,1.0,1000.0,40.0,1,0.0,0,20,50,325,1,1,100.0,0.34,2016.0,0,0,38.0
8.0,43.78839,11.2566,3,2.0,1.0,0.0,35.0,2,10.0,0,0,0,0,2,2,80.0,0.18,2015.0,0,1,35.0
1.0,43.77086,11.23706,2,1.0,1.0,0.0,0.0,1,0.0,5,35,65,93,19,19,100.0,3.35,2015.0,0,0,50.0
0.0,43.7761,11.25364,4,1.0,1.0,0.0,30.0,2,10.0,9,39,69,251,12,12,97.0,1.22,2018.0,0,0,70.0
183.0,43.76324,11.24533,5,1.0,2.0,0.0,70.0,1,0.0,9,39,69,344,15,15,85.0,2.69,2014.0,0,0,90.0
1.0,43.77534,11.26577,2,1.0,0.0,200.0,30.0,1,0.0,1,21,51,326,51,51,96.0,5.67,2018.0,0,0,70.0
183.0,43.76899,11.24803,6,2.0,3.0,0.0,80.0,1,0.0,0,0,0,0,2,2,70.0,0.57,2014.0,0,0,100.0
2.0,43.77647,11.23749,2,1.0,1.0,0.0,30.0,1,0.0,18,48,78,87,6,6,100.0,1.21,2018.0,0,0,99.0
2.0,43.7848,11.27251,4,1.0,2.0,0.0,35.0,1,0.0,29,59,89,364,2,2,90.0,0.29,2017.0,0,0,80.0
4.0,43.77106,11.25906,4,1.0,1.0,100.0,40.0,2,10.0,2,32,62,329,32,32,79.0,2.95,2018.0,0,0,47.0
4.0,43.7689,11.26473,4,1.0,1.0,100.0,50.0,2,10.0,20,28,28,173,18,18,87.0,4.39,2018.0,0,0,47.0
1.0,43.77214,11.19263,4,1.0,2.0,200.0,50.0,1,25.0,30,60,90,365,10,10,100.0,0.92,2018.0,0,0,49.0
22.0,43.76955,11.25953,6,2.0,3.0,0.0,50.0,1,0.0,0,0,0,239,6,6,93.0,1.82,2013.0,0,0,150.0
6.0,43.77852,11.25714,4,1.0,2.0,0.0,0.0,2,30.0,1,18,48,310,3,3,100.0,0.29,2018.0,0,0,95.0
6.0,43.77776,11.2563,3,1.0,1.0,0.0,0.0,2,20.0,1,25,55,191,2,2,100.0,0.28,2018.0,0,0,89.0
1.0,43.77327,11.24851,4,1.0,1.0,0.0,20.0,1,0.0,1,28,58,148,49,49,100.0,4.7,2018.0,0,0,25.0
10.0,43.77355,11.26362,2,1.0,1.0,0.0,45.0,1,0.0,4,4,4,4,1,1,100.0,0.23,2017.0,0,0,65.0
2.0,43.76983,11.22324,2,1.5,1.0,0.0,50.0,4,0.0,28,58,88,363,1,1,100.0,0.14,2016.0,0,0,45.0
7.0,43.77508,11.26181,2,1.0,1.0,0.0,30.0,2,0.0,16,44,74,328,1,1,100.0,0.22,2018.0,0,0,118.0
7.0,43.77484000000001,11.26144,2,1.0,1.0,0.0,30.0,2,0.0,17,47,77,326,5,5,100.0,0.88,2018.0,0,0,118.0
7.0,43.77544,11.26158,2,1.0,1.0,0.0,30.0,2,0.0,13,39,69,318,3,3,93.0,0.54,2018.0,0,0,115.0
2.0,43.77226,11.25946,2,1.0,0.0,150.0,25.0,1,0.0,4,27,57,327,46,46,95.0,4.34,2012.0,0,0,50.0
28.0,43.76797,11.2654,6,2.0,2.0,100.0,90.0,4,10.0,20,50,80,352,6,6,90.0,1.16,2014.0,0,0,160.0
2.0,43.75242,11.23742,4,1.0,1.0,1000.0,30.0,1,0.0,0,0,0,78,1,1,100.0,1.0,2016.0,0,0,37.0
71.0,43.78019000000001,11.25094,6,2.0,3.0,100.0,75.0,1,0.0,0,0,0,5,1,1,100.0,0.58,2015.0,0,0,200.0
2.0,43.78261,11.26805,4,1.0,1.0,0.0,0.0,2,25.0,26,56,86,361,1,1,60.0,0.67,2012.0,0,1,119.0
1.0,43.78582,11.25069,2,1.0,1.0,0.0,35.0,1,0.0,2,14,21,227,90,90,92.0,8.36,2018.0,0,1,18.0
2.0,43.76225,11.27386,4,1.0,2.0,0.0,25.0,2,22.0,3,18,27,27,51,51,99.0,5.28,2018.0,0,0,40.0
7.0,43.76633,11.24571,2,1.0,1.0,90.0,20.0,1,0.0,2,20,50,225,46,46,98.0,4.54,2014.0,0,0,100.0
81.0,43.76898,11.26134,4,1.0,1.0,90.0,48.0,2,5.0,1,1,1,1,36,36,96.0,3.53,2011.0,0,0,46.0
81.0,43.76848,11.24742,4,2.0,1.0,90.0,47.0,1,0.0,1,16,35,36,29,29,93.0,4.42,2011.0,0,0,63.0
81.0,43.76986,11.24663,6,2.0,1.0,90.0,57.0,4,10.0,11,35,65,66,25,25,96.0,2.77,2011.0,0,0,72.0
1.0,43.78179,11.24377,4,1.0,1.0,0.0,35.0,2,5.0,12,39,69,341,3,3,100.0,0.67,2018.0,0,0,59.0
18.0,43.75193,11.23971,5,1.0,2.0,150.0,60.0,2,15.0,5,6,8,15,6,6,93.0,0.94,2015.0,0,0,90.0
2.0,43.7744,11.24562,1,1.0,1.0,0.0,20.0,1,0.0,5,34,58,148,31,31,95.0,3.55,2015.0,0,1,39.0
2.0,43.78523,11.25652,2,1.0,1.0,90.0,20.0,2,50.0,14,44,74,296,12,12,100.0,1.25,2015.0,0,0,50.0
1.0,43.78595,11.22347,2,1.0,1.0,0.0,35.0,1,0.0,11,35,60,61,46,46,98.0,5.19,2018.0,0,1,45.0
5.0,43.78705,11.26231,4,2.0,2.0,0.0,10.0,4,20.0,1,25,55,55,1,1,80.0,0.58,2018.0,0,0,80.0
2.0,43.78627,11.26289,4,1.0,2.0,0.0,40.0,2,15.0,19,49,73,332,7,7,94.0,0.77,2018.0,0,0,85.0
23.0,43.77006,11.24312,2,1.0,1.0,0.0,40.0,2,0.0,13,41,69,340,30,30,88.0,2.9,2012.0,0,0,53.0
23.0,43.78398,11.25872,6,1.0,3.0,0.0,50.0,2,20.0,0,0,0,236,1,1,80.0,0.21,2012.0,0,0,98.0
1.0,43.80809,11.23529,2,1.0,1.0,100.0,40.0,2,15.0,1,15,45,281,22,22,99.0,2.12,2018.0,0,0,30.0
1.0,43.76711,11.2876,2,1.0,1.0,0.0,15.0,1,20.0,8,35,65,65,52,52,97.0,5.02,2017.0,0,1,48.0
1.0,43.7672,11.24608,2,1.0,1.0,1000.0,100.0,2,0.0,0,0,0,261,1,1,100.0,0.35,2018.0,0,0,66.0
2.0,43.77457,11.24365,2,1.0,1.0,0.0,25.0,1,0.0,2,29,59,324,44,44,93.0,4.93,2012.0,0,0,52.0
1.0,43.78955,11.22019,3,1.0,1.0,0.0,28.0,2,30.0,3,28,58,149,14,14,96.0,2.69,2016.0,0,0,55.0
1.0,43.76887,11.26561,3,1.0,1.0,0.0,45.0,2,10.0,12,41,71,252,16,16,85.0,1.68,2018.0,0,0,55.0
23.0,43.77198,11.22406,2,1.0,1.0,0.0,40.0,2,0.0,7,30,56,331,7,7,89.0,0.71,2012.0,0,0,54.0
2.0,43.77506,11.24663,2,1.0,1.0,0.0,20.0,1,15.0,17,44,74,164,11,11,87.0,1.25,2015.0,0,1,49.0
46.0,43.77475,11.26341,4,1.0,1.0,0.0,40.0,2,20.0,5,33,63,338,1,1,100.0,1.0,2013.0,0,0,75.0
35.0,43.7692,11.25408,2,1.0,1.0,400.0,80.0,2,0.0,7,34,64,339,7,7,89.0,0.79,2009.0,0,0,100.0
1.0,43.76993,11.24435,4,1.0,1.0,400.0,30.0,1,0.0,0,0,10,249,3,3,100.0,0.3,2015.0,0,0,80.0
3.0,43.78549,11.23476,4,1.0,2.0,0.0,35.0,1,0.0,2,22,49,321,2,2,100.0,0.22,2015.0,0,1,99.0
1.0,43.7667,11.32207,4,1.0,2.0,150.0,20.0,2,20.0,0,0,0,266,4,4,100.0,0.45,2015.0,0,0,56.0
195.0,43.77585,11.2586,3,1.0,1.0,0.0,40.0,1,0.0,9,33,63,338,1,1,60.0,0.2,2018.0,0,0,87.0
1.0,43.78024,11.24413,4,1.0,1.0,120.0,0.0,2,12.0,4,16,42,77,25,25,87.0,4.31,2018.0,0,0,58.0
1.0,43.74782,11.23351,4,1.0,1.0,0.0,28.0,2,5.0,11,41,71,106,31,31,99.0,3.48,2018.0,0,0,50.0
13.0,43.77397,11.25956,2,1.5,0.0,100.0,35.0,1,0.0,2,20,50,304,49,49,92.0,5.59,2014.0,0,0,62.0
7.0,43.76895,11.19645,2,1.0,0.0,0.0,10.0,1,0.0,6,6,6,146,3,3,90.0,0.48,2015.0,0,0,50.0
81.0,43.77141,11.24301,4,2.0,2.0,0.0,35.0,1,0.0,23,53,83,358,1,1,100.0,0.2,2018.0,0,0,140.0
1.0,43.76861,11.24664,4,1.0,1.0,0.0,30.0,1,0.0,0,23,52,52,23,23,85.0,2.46,2015.0,0,0,79.0
2.0,43.77239,11.263,4,1.0,1.0,150.0,35.0,2,10.0,6,32,62,71,23,23,94.0,2.23,2018.0,0,0,55.0
7.0,43.7701,11.25857,3,1.0,2.0,0.0,80.0,1,0.0,21,51,81,123,1,1,80.0,0.11,2016.0,0,0,140.0
1.0,43.77808,11.25191,2,1.0,1.0,0.0,35.0,1,0.0,4,34,64,244,14,14,99.0,1.58,2018.0,0,0,75.0
88.0,43.76892,11.24569,4,2.0,2.0,0.0,45.0,2,15.0,6,36,66,341,22,22,93.0,2.44,2013.0,0,0,70.0
1.0,43.77511,11.25546,7,2.5,3.0,0.0,68.0,4,0.0,13,40,70,255,7,7,100.0,1.88,2012.0,0,0,180.0
8.0,43.77315,11.24484,5,1.0,2.0,200.0,39.0,2,14.0,3,25,55,140,4,4,90.0,0.44,2014.0,0,0,67.0
8.0,43.77335,11.24612,5,1.0,1.0,200.0,39.0,2,14.0,2,21,48,138,1,1,100.0,0.11,2014.0,0,0,68.0
183.0,43.76803,11.25128,3,1.0,1.0,0.0,50.0,1,0.0,6,6,19,294,2,2,100.0,0.23,2014.0,0,0,65.0
1.0,43.76816,11.27647,2,1.0,1.0,0.0,30.0,1,0.0,3,33,63,153,18,18,99.0,2.03,2018.0,0,0,150.0
3.0,43.78958,11.25541,2,2.0,1.0,0.0,0.0,1,0.0,3,27,35,268,53,53,97.0,5.78,2016.0,0,1,30.0
3.0,43.77755,11.25301,4,1.0,1.0,100.0,30.0,2,15.0,4,27,57,325,66,66,98.0,6.37,2014.0,0,0,49.0
1.0,43.76824000000001,11.25625,9,3.0,3.0,0.0,90.0,4,20.0,5,25,44,275,34,34,99.0,3.89,2018.0,0,0,130.0
2.0,43.77321,11.24979,6,3.0,3.0,200.0,60.0,1,0.0,4,22,42,282,31,31,100.0,3.47,2015.0,0,0,250.0
3.0,43.75832,11.30381,2,1.0,1.0,0.0,10.0,1,0.0,0,0,0,84,2,2,100.0,0.95,2016.0,0,0,79.0
2.0,43.77159,11.26349,5,1.0,3.0,100.0,60.0,1,40.0,29,59,89,364,1,1,100.0,0.11,2018.0,0,0,120.0
43.0,43.77149,11.27068,10,2.0,4.0,0.0,80.0,2,15.0,15,37,65,328,5,5,96.0,0.57,2014.0,0,0,249.0
27.0,43.77781,11.25941,6,1.5,2.0,0.0,40.0,5,20.0,4,20,43,295,24,24,86.0,2.99,2014.0,0,0,84.0
6.0,43.76963,11.24128,1,1.0,1.0,150.0,20.0,1,0.0,0,0,0,0,1,1,80.0,0.19,2013.0,0,0,27.0
4.0,43.77755,11.24219,6,2.0,3.0,0.0,65.0,1,15.0,23,53,83,358,21,21,90.0,2.46,2016.0,0,0,150.0
1.0,43.77379000000001,11.26456,6,2.0,3.0,0.0,75.0,7,0.0,14,37,58,333,16,16,100.0,1.62,2016.0,0,0,80.0
57.0,43.76815,11.25081,4,2.0,2.0,300.0,0.0,1,0.0,0,0,0,0,1,1,100.0,0.11,2016.0,0,0,100.0
3.0,43.77335,11.2633,6,1.0,2.0,0.0,60.0,2,5.0,0,0,0,0,8,8,88.0,0.88,2018.0,0,0,40.0
4.0,43.77162,11.26276,2,1.0,1.0,0.0,25.0,1,0.0,4,21,51,323,35,35,98.0,3.38,2016.0,0,0,44.0
17.0,43.7696,11.25258,4,1.0,2.0,0.0,35.0,1,0.0,25,55,85,360,3,3,90.0,0.29,2017.0,0,0,160.0
14.0,43.76419,11.2397,4,1.0,1.0,150.0,42.0,2,20.0,0,21,51,322,23,23,98.0,3.45,2016.0,0,0,60.0
2.0,43.77245,11.25347,6,2.0,2.0,300.0,150.0,4,70.0,4,24,54,142,4,4,100.0,0.63,2018.0,0,0,380.0
19.0,43.78154,11.23895,6,2.0,2.0,200.0,0.0,2,20.0,10,35,65,333,67,67,97.0,6.53,2012.0,0,0,100.0
13.0,43.77981,11.25185,7,2.0,2.0,0.0,45.0,4,12.0,9,39,69,167,38,38,97.0,4.22,2017.0,0,0,182.0
3.0,43.76884,11.24317,5,1.0,2.0,150.0,38.0,2,5.0,0,9,24,263,52,52,98.0,5.44,2015.0,0,0,80.0
334.0,43.76879,11.2652,6,1.0,2.0,0.0,40.0,2,10.0,6,33,63,68,26,26,85.0,2.57,2016.0,0,0,65.0
2.0,43.77249000000001,11.25373,7,2.0,2.0,300.0,150.0,6,70.0,16,46,76,166,8,8,85.0,0.91,2018.0,0,0,380.0
26.0,43.78347,11.26376,4,1.0,2.0,0.0,0.0,2,10.0,30,39,39,39,9,9,89.0,0.88,2013.0,0,0,110.0
3.0,43.78604,11.26725,4,2.0,2.0,500.0,60.0,1,0.0,30,60,90,181,5,5,100.0,0.92,2017.0,0,0,65.0
26.0,43.78501,11.26604,2,1.0,1.0,0.0,0.0,2,0.0,30,38,38,38,32,32,92.0,3.12,2013.0,0,0,120.0
4.0,43.80447,11.27043,2,1.0,1.0,0.0,30.0,1,35.0,22,52,82,357,1,1,100.0,0.11,2018.0,0,1,30.0
